id,game_id,points,stillborn,survived,declared_equivalent,points_until_equivalent,llm_or_human,opponent_llm_or_human,seconds_since_gamestart,cut,mutated_lines,number_mutated_lines,number_of_messages,author_nickname,author_age,author_degree,author_semester,author_java_experience,author_junit_experience,author_correct_question,opponent_nickname,opponent_age,opponent_degree,opponent_semester,opponent_java_experience,opponent_junit_experience,opponent_correct_question,experiment_round,author_opinion_judged_programming_skill,author_opinion_judged_original,author_opinion_challenged,author_opinion_fun,author_opinion_human_or_ai,opponent_opinion_judged_programming_skill,opponent_opinion_judged_original,opponent_opinion_challenged,opponent_opinion_fun,opponent_opinion_human_or_ai,human_tests_survived,human_tests_killed_by,llm_tests_survived,llm_tests_killed_by,existing_tests_survived,existing_tests_killed_by,future_tests_survived,future_tests_killed_by
u329,327,12,NO,NO,NO,10.0,Human,LLM,51,ByteVector,45,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,35,3,367,11,0,0,13,1
u339,327,5,NO,YES,NO,,Human,LLM,66,ByteVector,63,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,16,0,87,1,0,0,4,0
u348,327,3,NO,NO,NO,,Human,LLM,90,ByteVector,"102,103",2,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,9,3,87,10,0,0,2,1
u355,327,3,NO,NO,NO,,Human,LLM,99,ByteVector,102,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,11,1,88,9,0,0,2,1
u358,327,0,YES,NO,YES,10.0,Human,LLM,111,ByteVector,255,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,59,3,798,13,1,0,30,1
u371,327,6,NO,YES,NO,,Human,LLM,144,ByteVector,81,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,15,0,109,0,0,0,5,0
u379,327,3,NO,NO,NO,,Human,LLM,162,ByteVector,"238,239",2,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,2,1,92,78,0,0,2,2
u385,327,1,NO,NO,NO,,Human,LLM,179,ByteVector,244,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,2,1,27,143,0,0,0,4
u389,327,1,NO,NO,NO,,Human,LLM,190,ByteVector,242,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,3,0,45,75,0,0,1,2
u401,327,1,NO,NO,NO,,Human,LLM,228,ByteVector,222,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,19,19,114,595,0,0,2,13
u418,327,4,NO,YES,NO,,Human,LLM,263,ByteVector,121,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,15,0,105,0,0,0,3,0
u432,327,7,NO,YES,NO,,Human,LLM,296,ByteVector,142,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,12,0,91,0,0,0,6,0
u440,327,0,YES,NO,NO,,Human,LLM,327,ByteVector,"82,83",2,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,8,7,55,54,1,1,0,3
u453,327,0,YES,NO,NO,,Human,LLM,357,ByteVector,"126,127,128",3,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,15,0,42,63,1,1,0,1
u459,327,7,NO,YES,NO,,Human,LLM,384,ByteVector,"143,144",2,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,8,4,90,1,1,0,5,0
u464,327,7,NO,YES,NO,,Human,LLM,397,ByteVector,143,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,11,1,90,1,2,0,4,0
u475,327,0,YES,NO,YES,11.0,Human,LLM,438,ByteVector,"171,172",2,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,30,8,709,0,1,0,14,0
u480,327,0,YES,NO,YES,10.0,Human,LLM,451,ByteVector,185,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,35,0,709,0,1,0,14,0
u485,327,0,YES,NO,YES,10.0,Human,LLM,462,ByteVector,185,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,35,0,709,0,2,0,13,0
u496,327,0,YES,NO,YES,10.0,Human,LLM,507,ByteVector,191,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,6,0,519,0,2,0,11,0
u500,327,0,YES,NO,YES,10.0,Human,LLM,518,ByteVector,191,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,6,0,518,1,3,0,10,0
u506,327,0,YES,NO,YES,10.0,Human,LLM,538,ByteVector,208,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,6,0,519,0,3,0,10,0
u509,327,0,YES,NO,YES,10.0,Human,LLM,549,ByteVector,208,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,6,0,518,1,4,0,9,0
u520,327,9,NO,NO,NO,,Human,LLM,581,ByteVector,210,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,5,1,473,46,4,0,8,1
u524,327,9,NO,NO,NO,,Human,LLM,598,ByteVector,193,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,5,1,473,46,4,0,8,1
u625,327,0,YES,NO,YES,18.0,Human,LLM,1182,ByteVector,257,1,,TelephoneTelephone,22.0,Bachelor Internet Computing,6.0,5.0,5.0,3.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,5.0,,,,,,62,0,811,0,17,0,15,0
u331,321,0,YES,NO,YES,10.0,Human,LLM,53,CharRange,34,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,201,0,1263,0,2,0,40,0
u342,321,1,NO,NO,NO,,Human,LLM,75,CharRange,"202,209",2,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,6,10,79,392,0,0,0,3
u352,321,0,YES,NO,NO,,Human,LLM,99,CharRange,79,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,60,40,332,334,0,1,15,16
u365,321,6,NO,YES,NO,,Human,LLM,128,CharRange,153,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,12,2,70,6,0,0,5,0
u370,321,1,NO,NO,NO,,Human,LLM,145,CharRange,92,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,20,34,56,723,0,0,3,28
u387,321,1,NO,NO,NO,,Human,LLM,189,CharRange,158,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,2,11,31,52,0,0,7,1
u395,321,1,NO,NO,NO,,Human,LLM,205,CharRange,177,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,7,12,31,86,0,0,0,3
u408,321,2,NO,NO,NO,,Human,LLM,242,CharRange,191,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,8,7,43,64,0,0,1,1
u416,321,0,YES,NO,YES,10.0,Human,LLM,263,CharRange,155,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,7,2,289,6,0,0,23,0
u426,321,2,NO,NO,NO,,Human,LLM,288,CharRange,181,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,7,7,37,49,0,0,1,1
u442,321,1,NO,NO,NO,,Human,LLM,330,CharRange,205,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,0,9,22,353,0,0,0,2
u531,321,0,YES,NO,NO,,Human,LLM,617,CharRange,124,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,21,20,426,145,2,2,0,0
u534,321,0,YES,NO,NO,,Human,LLM,639,CharRange,40,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,159,42,953,310,16,2,6,18
u585,321,0,YES,NO,NO,,Human,LLM,921,CharRange,207,1,,FridayTelephone,22.0,Bachelor Informatik,6.0,4.0,3.0,5.0,,,,,,,,1.0,3.0,3.0,4.0,3.0,4.0,,,,,,10,6,413,58,1,2,0,0
u719,332,0,YES,NO,NO,,Human,LLM,48,ByteVector,23,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,38,17,174,34,0,1,0,0
u726,332,4,NO,NO,NO,,Human,LLM,78,ByteVector,"143,144",2,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,4,8,49,42,0,0,3,2
u746,332,1,NO,NO,NO,,Human,LLM,136,ByteVector,244,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,2,1,25,145,0,0,1,9
u753,332,0,YES,NO,NO,,Human,LLM,150,ByteVector,258,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,16,46,488,323,0,1,8,18
u759,332,0,YES,NO,NO,,Human,LLM,161,ByteVector,23,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,38,17,174,34,0,1,0,0
u778,332,1,NO,NO,NO,,Human,LLM,214,ByteVector,"194,196",2,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,1,5,35,484,0,0,0,8
u783,332,0,YES,NO,YES,10.0,Human,LLM,223,ByteVector,238,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,2,1,167,3,0,0,10,0
u790,332,1,NO,NO,NO,,Human,LLM,248,ByteVector,242,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,3,0,38,82,0,0,0,8
u802,332,0,YES,NO,YES,10.0,Human,LLM,284,ByteVector,48,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,38,0,378,0,2,0,20,0
u807,332,1,NO,NO,NO,,Human,LLM,308,ByteVector,189,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,1,5,39,480,0,0,0,8
u837,332,1,NO,NO,NO,,Human,LLM,408,ByteVector,241,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,3,0,37,133,0,0,0,10
u848,332,0,YES,NO,NO,,Human,LLM,467,ByteVector,"211,212,213,215,216",5,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,1,5,2,517,0,3,0,5
u857,332,0,YES,NO,NO,,Human,LLM,502,ByteVector,"181,182",2,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,0,38,0,709,0,4,0,5
u864,332,0,YES,NO,NO,,Human,LLM,530,ByteVector,183,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,18,20,43,666,0,4,0,5
u878,332,6,NO,YES,NO,,Human,LLM,565,ByteVector,148,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,12,0,91,0,1,0,4,0
u882,332,7,NO,YES,NO,,Human,LLM,583,ByteVector,86,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,15,0,109,0,2,0,4,0
u895,332,0,YES,NO,NO,,Human,LLM,642,ByteVector,"149,150,153,154,155",5,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,10,2,45,46,0,2,0,3
u904,332,0,YES,NO,YES,11.0,Human,LLM,684,ByteVector,256,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,62,0,811,0,8,0,19,0
u908,332,0,YES,NO,NO,,Human,LLM,705,ByteVector,87,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,15,0,50,59,1,1,0,4
u917,332,0,YES,NO,YES,10.0,Human,LLM,748,ByteVector,"185,191,208",3,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,34,1,705,4,4,0,5,0
u922,332,0,YES,NO,YES,10.0,Human,LLM,767,ByteVector,"185,193",2,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,34,1,663,46,4,0,5,0
u930,332,6,NO,YES,NO,,Human,LLM,785,ByteVector,107,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,12,0,97,0,1,0,4,0
u1066,332,0,YES,NO,NO,,Human,LLM,1653,ByteVector,"82,83",2,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,11,4,102,7,4,2,0,0
u1075,332,9,NO,YES,NO,,Human,LLM,1705,ByteVector,199,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,6,0,519,0,6,0,2,0
u1076,332,9,NO,YES,NO,,Human,LLM,1726,ByteVector,208,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,6,0,519,0,7,0,1,0
u1077,332,9,NO,YES,NO,,Human,LLM,1743,ByteVector,210,1,,TelephoneEarnest,23.0,Bachelor Informatik,5.0,4.0,1.0,4.0,,,,,,,,2.0,4.0,2.0,4.0,3.0,5.0,,,,,,5,1,473,46,7,0,1,0
u736,333,0,YES,NO,YES,10.0,Human,LLM,108,ByteVector,45,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,35,3,367,11,2,0,13,0
u741,333,7,NO,YES,NO,,Human,LLM,122,ByteVector,63,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,16,0,87,1,0,0,6,0
u744,333,0,YES,NO,YES,10.0,Human,LLM,132,ByteVector,45,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,27,11,362,16,2,0,13,0
u754,333,2,NO,NO,NO,,Human,LLM,150,ByteVector,63,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,9,7,41,47,1,0,0,5
u757,333,5,NO,YES,NO,,Human,LLM,159,ByteVector,82,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,14,1,104,5,0,0,4,0
u762,333,4,NO,YES,NO,,Human,LLM,168,ByteVector,122,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,13,2,100,5,0,0,3,0
u767,333,3,NO,NO,NO,,Human,LLM,177,ByteVector,102,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,11,1,88,9,0,0,2,1
u771,333,6,NO,YES,NO,,Human,LLM,194,ByteVector,143,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,11,1,90,1,0,0,5,0
u785,333,9,NO,YES,NO,,Human,LLM,227,ByteVector,238,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,2,1,167,3,0,0,8,0
u788,333,1,NO,NO,NO,,Human,LLM,245,ByteVector,241,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,3,0,37,133,0,0,0,8
u795,333,0,YES,NO,NO,,Human,LLM,258,ByteVector,82,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,10,5,72,37,1,1,1,1
u805,333,0,YES,NO,NO,,Human,LLM,297,ByteVector,82,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,4,11,50,59,1,1,0,2
u811,333,2,NO,NO,NO,,Human,LLM,319,ByteVector,122,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,8,7,48,57,1,0,0,2
u817,333,2,NO,NO,NO,,Human,LLM,329,ByteVector,143,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,3,9,36,55,0,0,2,3
u822,333,1,NO,NO,NO,,Human,LLM,347,ByteVector,183,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,6,32,519,190,0,0,6,1
u829,333,0,YES,NO,YES,10.0,Human,LLM,370,ByteVector,255,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,51,11,783,28,5,0,25,0
u836,333,4,NO,NO,NO,,Human,LLM,404,ByteVector,238,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,2,1,137,33,0,0,7,1
u840,333,3,NO,NO,NO,,Human,LLM,414,ByteVector,238,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,2,1,88,82,0,0,2,6
u847,333,8,NO,YES,NO,,Human,LLM,460,ByteVector,171,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,38,0,709,0,2,0,5,0
u853,333,0,YES,NO,NO,,Human,LLM,488,ByteVector,210,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,2,4,161,358,1,1,0,4
u860,333,3,NO,NO,NO,,Human,LLM,508,ByteVector,238,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,2,1,88,82,0,0,2,6
u863,333,3,NO,NO,NO,,Human,LLM,522,ByteVector,238,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,1,2,84,86,0,0,2,6
u869,333,0,YES,NO,NO,,Human,LLM,538,ByteVector,189,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,0,6,0,519,0,3,0,3
u901,333,1,NO,NO,NO,,Human,LLM,667,ByteVector,192,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,0,1,6,70,0,0,0,1
u916,333,9,NO,YES,NO,,Human,LLM,746,ByteVector,238,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,2,1,165,5,3,0,5,0
u921,333,4,NO,YES,NO,,Human,LLM,765,ByteVector,172,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,7,9,368,4,0,0,3,0
u929,333,3,NO,YES,NO,,Human,LLM,784,ByteVector,123,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,4,1,52,0,1,0,1,0
u973,333,0,YES,NO,NO,,Human,LLM,1078,ByteVector,191,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,1,5,37,482,0,5,0,1
u977,333,0,YES,NO,NO,,Human,LLM,1096,ByteVector,185,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,29,6,191,518,1,5,0,1
u989,333,6,NO,YES,NO,,Human,LLM,1172,ByteVector,143,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,12,0,91,0,3,0,2,0
u992,333,0,YES,NO,YES,10.0,Human,LLM,1186,ByteVector,45,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,28,10,366,12,8,0,7,0
u996,333,7,NO,YES,NO,,Human,LLM,1205,ByteVector,63,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,14,2,88,0,2,0,4,0
u1000,333,9,NO,YES,NO,,Human,LLM,1235,ByteVector,238,1,,EarnestCollege,20.0,Bachelor Informatik,4.0,4.0,2.0,4.0,,,,,,,,2.0,4.0,5.0,4.0,4.0,5.0,,,,,,3,0,168,2,4,0,4,0
u1496,347,5,NO,NO,NO,,Human,LLM,39,ByteVector,45,1,,HobbitHobbit,22.0,Bachelor Informatik,7.0,5.0,3.0,5.0,,,,,,,,2.0,4.0,4.0,3.0,2.0,5.0,,,,,,35,3,367,11,0,0,10,1
u1504,347,0,YES,NO,NO,,Human,LLM,57,ByteVector,33,1,,HobbitHobbit,22.0,Bachelor Informatik,7.0,5.0,3.0,5.0,,,,,,,,2.0,4.0,4.0,3.0,2.0,5.0,,,,,,80,19,1285,43,0,1,42,0
u1515,347,0,YES,NO,NO,,Human,LLM,98,ByteVector,23,1,,HobbitHobbit,22.0,Bachelor Informatik,7.0,5.0,3.0,5.0,,,,,,,,2.0,4.0,4.0,3.0,2.0,5.0,,,,,,39,16,174,34,0,1,0,0
u1520,347,1,NO,NO,NO,,Human,LLM,112,ByteVector,67,1,,HobbitHobbit,22.0,Bachelor Informatik,7.0,5.0,3.0,5.0,,,,,,,,2.0,4.0,4.0,3.0,2.0,5.0,,,,,,0,16,0,88,0,0,0,3
u1527,347,2,NO,NO,NO,,Human,LLM,127,ByteVector,63,1,,HobbitHobbit,22.0,Bachelor Informatik,7.0,5.0,3.0,5.0,,,,,,,,2.0,4.0,4.0,3.0,2.0,5.0,,,,,,12,4,45,43,1,0,1,1
